,ID,DemAffl,DemAge,DemCluster,DemClusterGroup,DemGender,DemReg,DemTVReg,PromClass,PromSpend,PromTime,TargetBuy,TargetAmt
21442,50842940,8.0,60.0,50.0,F,,Scottish,N Scot,Silver,5000.0,1.0,0,0
21443,50847969,22.0,41.0,27.0,D,F,Midlands,Wales & West,Gold,6000.0,1.0,1,2
21444,50855074,8.0,77.0,36.0,E,F,South East,London,Tin,0.01,7.0,1,1
21445,50857220,7.0,48.0,35.0,D,U,North,N West,Silver,1000.0,4.0,0,0
21446,50863751,8.0,63.0,10.0,B,M,Scottish,C Scotland,Gold,6025.0,3.0,0,0
21447,50866300,13.0,35.0,34.0,D,M,Midlands,East,Tin,0.01,5.0,1,1
21448,50867846,7.0,52.0,27.0,D,F,South East,London,Tin,0.01,7.0,0,0
21449,50870928,5.0,46.0,38.0,E,M,North,N West,Silver,500.0,8.0,0,0
21450,50873480,8.0,70.0,51.0,F,F,Midlands,Midlands,Gold,9000.0,8.0,0,0
21451,50873994,7.0,18.0,21.0,C,M,South East,London,Silver,1875.0,1.0,0,0
21452,50875008,11.0,77.0,18.0,C,F,Midlands,Midlands,Gold,12000.0,4.0,0,0
21453,50875504,9.0,77.0,35.0,D,F,Midlands,Midlands,Silver,1000.0,13.0,0,0
21454,50877515,15.0,50.0,4.0,A,,North,Yorkshire,Silver,3000.0,2.0,0,0
21455,50878546,8.0,65.0,41.0,E,F,Midlands,Midlands,Gold,12000.0,8.0,1,1
21456,50879070,9.0,39.0,52.0,F,F,North,N West,Tin,0.01,5.0,1,1
21457,50884260,4.0,55.0,21.0,C,M,South East,London,Tin,0.01,4.0,0,0
21458,50886298,10.0,60.0,30.0,D,F,South West,S West,Silver,914.52,8.0,0,0
21459,50894967,4.0,45.0,35.0,D,F,South East,S & S East,Tin,0.01,5.0,0,0
21460,50895467,8.0,33.0,12.0,B,M,Midlands,Wales & West,Silver,100.0,2.0,0,0
21461,50896501,8.0,38.0,27.0,D,F,South East,London,Tin,0.01,8.0,1,1
21462,50898024,6.0,49.0,12.0,B,F,North,Yorkshire,Gold,7500.0,8.0,0,0
21463,50899527,16.0,52.0,34.0,D,M,Midlands,East,Gold,6000.0,5.0,0,0
21464,50901564,10.0,71.0,18.0,C,F,Midlands,East,Platinum,22973.06,32.0,0,0
21465,50902617,14.0,37.0,25.0,C,F,South East,London,Tin,0.01,5.0,1,1
21466,50904130,9.0,58.0,17.0,C,F,Midlands,East,Gold,6000.0,13.0,0,0
21467,50906167,6.0,42.0,35.0,D,F,North,N West,Tin,0.01,5.0,0,0
21468,50907724,11.0,74.0,32.0,D,M,Midlands,Midlands,Gold,6000.0,5.0,0,0
21469,50908240,16.0,49.0,52.0,F,F,North,Yorkshire,Silver,2000.0,6.0,1,1
21470,50909778,7.0,75.0,27.0,,M,Scottish,C Scotland,Gold,10000.0,13.0,0,0
21471,50919935,6.0,65.0,38.0,E,,North,Yorkshire,Gold,6000.0,1.0,0,0
21472,50922456,7.0,46.0,32.0,D,,Scottish,C Scotland,Tin,0.01,5.0,0,0
21473,50923452,11.0,59.0,6.0,B,F,Scottish,C Scotland,Gold,7305.32,8.0,1,1
21474,50928527,5.0,49.0,45.0,E,U,Midlands,Midlands,Tin,0.01,1.0,0,0
21475,50931633,9.0,68.0,10.0,B,,North,N West,Tin,0.01,24.0,0,0
21476,50936694,12.0,23.0,1.0,A,F,,,Silver,1000.0,2.0,1,1
21477,50938190,10.0,31.0,51.0,F,F,Midlands,Wales & West,Tin,0.01,4.0,1,1
21478,50939707,8.0,36.0,19.0,C,F,Midlands,East,Tin,0.01,4.0,0,0
21479,50955559,7.0,54.0,2.0,A,M,North,Yorkshire,Gold,19958.1,3.0,0,0
21480,50958116,9.0,57.0,51.0,F,F,North,N West,Tin,0.01,10.0,1,1
21481,50959619,11.0,53.0,19.0,C,M,Midlands,Wales & West,Gold,6053.35,6.0,0,0
21482,50961656,7.0,54.0,18.0,C,,South East,London,Platinum,46023.61,10.0,0,0
21483,50965805,7.0,46.0,36.0,E,F,Midlands,Midlands,Tin,0.01,9.0,0,0
21484,50977030,9.0,43.0,45.0,E,F,Scottish,N Scot,Silver,3000.0,6.0,1,1
21485,50983692,9.0,77.0,53.0,F,,North,Yorkshire,Silver,2100.0,3.0,0,0
21486,50986276,14.0,63.0,49.0,F,M,Midlands,Wales & West,Silver,100.0,1.0,0,0
21487,50989828,17.0,48.0,11.0,B,F,Scottish,N Scot,Silver,2000.0,7.0,1,2
21488,50991822,7.0,60.0,27.0,,M,Midlands,Ulster,Silver,2700.0,5.0,0,0
21489,50991830,3.0,55.0,20.0,C,U,Scottish,N Scot,Tin,0.01,4.0,0,0
21490,50994872,13.0,44.0,19.0,C,F,Midlands,Wales & West,Silver,5000.0,7.0,1,1
21491,51000021,15.0,43.0,52.0,F,F,,,Gold,12000.0,1.0,1,1
21492,51001028,10.0,54.0,4.0,A,M,South East,London,Tin,0.01,8.0,0,0
21493,51003071,4.0,50.0,41.0,E,F,South East,S & S East,Silver,1500.0,2.0,0,0
21494,51004094,8.0,54.0,19.0,C,M,South East,London,Gold,15035.35,7.0,1,1
21495,51006151,8.0,41.0,32.0,D,F,Midlands,Midlands,Tin,0.01,5.0,0,0
21496,51007670,5.0,75.0,12.0,B,F,North,Yorkshire,Gold,6000.0,2.0,0,0
21497,51009274,12.0,73.0,15.0,B,F,South West,S West,Silver,1000.0,15.0,0,0
21498,51010884,6.0,44.0,4.0,A,F,South East,London,Tin,0.01,9.0,0,0
21499,51022785,10.0,34.0,12.0,B,F,South East,S & S East,Silver,1000.0,4.0,0,0
21500,51023811,6.0,66.0,22.0,C,F,South East,London,Tin,0.01,5.0,0,0
21501,51026950,6.0,47.0,27.0,,F,Midlands,Midlands,Silver,3000.0,3.0,0,0
21502,51027450,7.0,66.0,40.0,E,M,South East,London,Platinum,20527.77,3.0,0,0
21503,51028988,6.0,39.0,6.0,B,F,North,Yorkshire,Silver,2000.0,8.0,1,1
21504,51029500,9.0,60.0,48.0,F,M,Midlands,East,Silver,720.0,25.0,0,0
21505,51037812,9.0,52.0,25.0,C,U,North,Yorkshire,Tin,0.01,5.0,0,0
21506,51040945,4.0,68.0,2.0,A,M,Midlands,Wales & West,Silver,3000.0,7.0,0,0
21507,51041445,14.0,46.0,24.0,C,F,Midlands,Midlands,Silver,1000.0,5.0,0,0
21508,51044533,8.0,54.0,27.0,D,F,North,N East,Gold,8300.0,8.0,0,0
21509,51045505,6.0,37.0,27.0,,,Midlands,Ulster,Silver,1000.0,5.0,0,0
21510,51045580,5.0,54.0,24.0,C,F,South East,London,Gold,12000.0,8.0,0,0
21511,51051262,7.0,77.0,37.0,E,M,Midlands,Midlands,Silver,5000.0,5.0,0,0
21512,51052773,5.0,68.0,28.0,D,F,Midlands,Midlands,Gold,12158.67,7.0,0,0
21513,51053290,7.0,74.0,41.0,E,F,North,N East,Silver,3139.27,5.0,0,0
21514,51053796,6.0,43.0,19.0,C,U,South East,London,Gold,19100.0,10.0,0,0
21515,51054814,4.0,60.0,28.0,D,F,Midlands,East,Silver,2400.0,11.0,0,0
21516,51058860,13.0,73.0,12.0,B,F,South East,London,Gold,10000.0,4.0,0,0
21517,51059891,9.0,40.0,38.0,E,F,North,N East,Silver,265.0,10.0,0,0
21518,51063953,12.0,55.0,52.0,F,F,Midlands,Wales & West,Silver,32.61,2.0,0,0
21519,51069692,11.0,42.0,49.0,F,F,North,Yorkshire,Tin,0.01,4.0,0,0
21520,51076028,8.0,41.0,21.0,C,,South East,London,Silver,4400.0,5.0,0,0
21521,51079132,10.0,61.0,33.0,D,U,Midlands,Midlands,Gold,6000.0,8.0,0,0
21522,51081668,4.0,54.0,35.0,D,F,Midlands,Midlands,Gold,6000.0,5.0,0,0
21523,51082168,7.0,56.0,33.0,D,M,Midlands,East,Silver,3000.0,3.0,0,0
21524,51086260,9.0,65.0,9.0,B,M,South East,London,Gold,6000.0,20.0,1,1
21525,51086767,11.0,71.0,22.0,C,M,Scottish,C Scotland,Silver,4000.0,21.0,0,0
21526,51088824,6.0,54.0,44.0,E,F,South East,London,Silver,1000.0,9.0,0,0
21527,51090853,9.0,75.0,19.0,C,F,Scottish,N Scot,Gold,20000.0,6.0,1,1
21528,51093399,10.0,35.0,17.0,C,F,South East,S & S East,Silver,0.02,5.0,0,0
21529,51095960,8.0,58.0,42.0,E,F,South East,London,Gold,7600.0,7.0,0,0
21530,51100123,9.0,46.0,27.0,D,U,South East,London,Silver,2000.0,5.0,0,0
21531,51102010,11.0,72.0,4.0,A,F,South East,London,Silver,3027.83,4.0,1,1
21532,51102169,7.0,61.0,10.0,B,M,North,N East,Silver,2300.0,1.0,0,0
21533,51104188,9.0,55.0,6.0,B,F,North,Yorkshire,Silver,1000.0,4.0,0,0
21534,51105699,7.0,69.0,19.0,C,F,North,Yorkshire,Gold,6000.0,1.0,0,0
21535,51106695,8.0,26.0,52.0,F,M,Midlands,Midlands,Gold,6000.0,2.0,0,0
21536,51110315,11.0,49.0,27.0,D,F,South East,London,Gold,6000.0,4.0,0,0
21537,51112407,11.0,44.0,14.0,B,,Midlands,Midlands,Gold,6000.0,5.0,0,0
21538,51113969,14.0,54.0,10.0,B,M,South East,S & S East,Tin,0.01,5.0,1,2
21539,51115031,13.0,57.0,22.0,C,M,Scottish,C Scotland,Gold,6000.0,8.0,0,0
21540,51115546,8.0,58.0,8.0,B,U,North,N West,Silver,3000.0,3.0,0,0
21541,51116046,11.0,36.0,29.0,D,F,South East,London,Silver,2000.0,10.0,1,1
21542,51118626,8.0,54.0,34.0,D,F,Midlands,Midlands,Silver,600.0,5.0,0,0
21543,51120167,7.0,65.0,10.0,B,,Scottish,C Scotland,Gold,9000.0,8.0,0,0
21544,51121163,7.0,60.0,2.0,A,,South East,S & S East,Gold,12000.0,8.0,0,0
21545,51122208,9.0,46.0,4.0,A,F,South East,London,Gold,8050.0,7.0,0,0
21546,51125258,10.0,43.0,27.0,D,F,South East,London,Tin,0.01,4.0,1,1
21547,51137400,10.0,54.0,35.0,D,M,Scottish,Border,Silver,2534.25,7.0,0,0
21548,51142519,14.0,56.0,45.0,E,F,Scottish,Border,Gold,5044.46,7.0,1,2
21549,51143523,8.0,49.0,52.0,F,U,North,Yorkshire,Tin,0.01,4.0,0,0
21550,51149599,13.0,55.0,12.0,B,U,Midlands,Midlands,Silver,5000.0,4.0,0,0
21551,51151623,7.0,38.0,31.0,D,F,Midlands,Midlands,Gold,7000.0,4.0,0,0
21552,51152140,8.0,77.0,2.0,A,F,Scottish,N Scot,Silver,5000.0,4.0,1,1
21553,51153154,11.0,62.0,4.0,A,M,South East,London,Gold,14000.0,4.0,0,0
21554,51154800,14.0,37.0,32.0,D,F,Midlands,Wales & West,Tin,0.01,5.0,0,0
21555,51158407,11.0,65.0,3.0,A,F,South East,London,Tin,0.01,8.0,0,0
21556,51159900,11.0,26.0,18.0,C,F,Scottish,C Scotland,Silver,600.0,1.0,0,0
21557,51163940,16.0,55.0,44.0,E,M,South East,London,Gold,5050.0,11.0,1,2
21558,51167996,5.0,54.0,41.0,E,F,South East,London,Tin,0.01,5.0,0,0
21559,51171080,3.0,67.0,40.0,E,M,South East,London,Tin,0.01,8.0,0,0
21560,51172647,6.0,47.0,6.0,B,F,South East,S & S East,Gold,6000.0,2.0,0,0
21561,51174712,10.0,45.0,34.0,D,F,Midlands,Midlands,Tin,0.01,5.0,0,0
21562,51178777,7.0,49.0,52.0,F,M,South East,London,Tin,0.01,5.0,0,0
21563,51180801,5.0,52.0,22.0,C,M,North,N West,Tin,0.01,5.0,0,0
21564,51183851,10.0,74.0,23.0,C,F,Midlands,Wales & West,Gold,12107.64,12.0,1,1
21565,51184874,8.0,62.0,22.0,C,F,North,N West,Tin,0.01,8.0,0,0
21566,51186907,14.0,61.0,27.0,D,F,South East,London,Gold,20000.0,4.0,0,0
21567,51192974,12.0,72.0,24.0,C,M,Midlands,Wales & West,Tin,0.01,7.0,1,1
21568,51197100,9.0,54.0,53.0,F,F,Midlands,Midlands,Tin,0.01,8.0,0,0
21569,51202651,10.0,69.0,37.0,E,M,Midlands,Midlands,Gold,6053.35,6.0,0,0
21570,51203658,11.0,52.0,53.0,F,F,North,Yorkshire,Gold,6000.0,1.0,1,1
21571,51205189,5.0,70.0,18.0,C,M,South East,S & S East,Gold,6000.0,1.0,0,0
21572,51206690,7.0,31.0,37.0,E,M,South East,S & S East,Silver,500.0,9.0,1,1
21573,51211294,11.0,50.0,55.0,U,F,Midlands,Midlands,Tin,0.01,8.0,0,0
21574,51212843,14.0,32.0,48.0,F,F,Midlands,Midlands,Tin,0.01,8.0,1,2
21575,51214870,3.0,74.0,32.0,D,,North,N West,Gold,6053.35,5.0,0,0
21576,51216954,8.0,35.0,51.0,F,,North,N East,Silver,500.0,8.0,0,0
21577,51217454,7.0,70.0,3.0,A,M,South East,London,Gold,12000.0,10.0,0,0
21578,51219465,10.0,44.0,17.0,C,F,North,N West,Silver,1000.0,8.0,0,0
21579,51219988,7.0,54.0,17.0,C,F,,,Gold,6000.0,11.0,0,0
21580,51220480,8.0,43.0,8.0,B,F,South East,S & S East,Silver,500.0,11.0,1,1
21581,51226194,8.0,71.0,22.0,C,F,North,N West,Silver,1250.0,6.0,0,0
21582,51227212,17.0,61.0,52.0,F,F,Midlands,Midlands,Tin,0.01,8.0,1,1
21583,51230272,7.0,68.0,17.0,C,,South East,London,Tin,0.01,5.0,0,0
21584,51237447,7.0,48.0,33.0,D,F,North,N West,Tin,0.01,8.0,0,0
21585,51237943,5.0,36.0,26.0,C,F,South East,London,Tin,0.01,2.0,0,0
21586,51239474,5.0,61.0,27.0,,M,Midlands,Ulster,Tin,0.01,5.0,0,0
21587,51242068,5.0,62.0,52.0,F,,Scottish,N Scot,Tin,0.01,4.0,0,0
21588,51246101,10.0,32.0,12.0,B,F,Scottish,C Scotland,Silver,3000.0,2.0,1,1
21589,51253302,2.0,61.0,12.0,B,U,North,N West,Silver,100.0,4.0,0,0
21590,51254341,20.0,37.0,14.0,B,F,Midlands,East,Silver,3000.0,4.0,1,3
21591,51254848,8.0,77.0,1.0,A,,South East,London,Silver,3000.0,4.0,0,0
21592,51256352,12.0,73.0,37.0,E,F,North,Yorkshire,Silver,4000.0,2.0,1,1
21593,51257421,5.0,54.0,8.0,B,F,South East,S & S East,Tin,0.01,7.0,0,0
21594,51258509,8.0,70.0,46.0,F,U,North,N West,Silver,50.0,11.0,0,0
21595,51261119,9.0,64.0,7.0,B,F,South East,London,Silver,1000.0,27.0,0,0
21596,51264134,13.0,52.0,44.0,E,F,South East,London,Gold,19479.02,3.0,1,2
21597,51264630,3.0,51.0,41.0,E,F,North,N West,Tin,0.01,5.0,0,0
21598,51265149,8.0,63.0,13.0,B,,South East,S & S East,Tin,0.01,7.0,0,0
21599,51266161,12.0,53.0,35.0,D,M,North,Yorkshire,Silver,2000.0,1.0,0,0
21600,51267664,6.0,52.0,53.0,F,F,Midlands,East,Tin,0.01,5.0,0,0
21601,51274547,8.0,67.0,46.0,F,F,South West,S West,Gold,10000.0,3.0,0,0
21602,51275063,7.0,57.0,53.0,F,,Midlands,Wales & West,Tin,0.01,5.0,0,0
21603,51277171,13.0,56.0,4.0,A,F,North,N West,Gold,10000.0,3.0,1,1
21604,51278720,2.0,71.0,32.0,D,M,South East,S & S East,Silver,3000.0,12.0,0,0
21605,51286081,10.0,73.0,6.0,B,,South East,S & S East,Silver,1000.0,4.0,0,0
21606,51289234,9.0,54.0,10.0,B,F,Scottish,C Scotland,Tin,0.01,5.0,1,1
21607,51289757,8.0,54.0,19.0,C,M,North,N East,Tin,0.01,5.0,0,0
21608,51292421,12.0,54.0,51.0,F,M,Midlands,Midlands,Platinum,35678.91,12.0,0,0
21609,51295102,17.0,51.0,35.0,D,F,South West,S West,Silver,3000.0,3.0,1,2
21610,51295617,8.0,47.0,28.0,D,U,South East,London,Tin,0.01,8.0,0,0
21611,51297741,6.0,57.0,41.0,E,M,South East,London,Platinum,26065.8,4.0,1,1
21612,51298241,7.0,39.0,35.0,D,M,Midlands,Midlands,Tin,0.01,5.0,0,0
21613,51299272,9.0,65.0,9.0,B,M,South East,London,Gold,9000.0,2.0,0,0
21614,51300815,11.0,63.0,49.0,F,M,Scottish,Border,Platinum,25000.0,4.0,0,0
21615,51303377,8.0,36.0,51.0,F,F,Midlands,Wales & West,Silver,1600.0,9.0,1,1
21616,51306910,4.0,50.0,24.0,C,U,North,N West,Tin,0.01,5.0,0,0
21617,51311515,10.0,40.0,47.0,F,F,,,Tin,0.01,4.0,1,1
21618,51314638,8.0,54.0,6.0,B,U,North,Yorkshire,Gold,12000.0,1.0,0,0
21619,51316681,11.0,44.0,27.0,,M,Midlands,Wales & West,Tin,0.01,5.0,0,0
21620,51317181,9.0,61.0,37.0,E,U,South East,S & S East,Gold,12053.35,5.0,0,0
21621,51320700,8.0,35.0,31.0,D,M,South East,London,Tin,0.01,6.0,0,0
21622,51323238,8.0,55.0,10.0,B,F,Scottish,C Scotland,Silver,2700.0,5.0,0,0
21623,51325761,9.0,66.0,51.0,F,F,Midlands,Wales & West,Silver,4000.0,2.0,1,1
21624,51331443,7.0,54.0,8.0,B,M,North,N West,Silver,1000.0,3.0,0,0
21625,51331940,6.0,51.0,4.0,A,M,South East,London,Gold,12105.32,8.0,0,0
21626,51336046,9.0,62.0,23.0,C,F,Scottish,N Scot,Silver,5000.0,4.0,0,0
21627,51338057,12.0,76.0,12.0,B,,South East,London,Silver,5000.0,5.0,0,0
21628,51340612,5.0,67.0,8.0,B,,Midlands,Midlands,Gold,6000.0,2.0,0,0
21629,51342615,15.0,53.0,4.0,A,F,North,N West,Silver,920.0,13.0,0,0
21630,51345614,9.0,64.0,27.0,,F,Midlands,Wales & West,Silver,1000.0,9.0,0,0
21631,51349148,15.0,60.0,2.0,A,M,North,N West,Gold,6000.0,5.0,1,1
21632,51350170,9.0,68.0,23.0,C,M,Midlands,East,Silver,1500.0,6.0,0,0
21633,51352831,13.0,38.0,21.0,C,F,South East,London,Silver,3000.0,8.0,1,1
21634,51353455,3.0,61.0,35.0,D,F,Midlands,Wales & West,Gold,7000.0,6.0,0,0
21635,51354010,11.0,49.0,52.0,F,F,South East,London,Silver,3500.0,8.0,0,0
21636,51355032,6.0,54.0,51.0,F,F,South East,London,Tin,0.01,5.0,1,1
21637,51355547,5.0,76.0,6.0,B,M,South East,S & S East,Tin,0.01,8.0,0,0
21638,51356047,7.0,34.0,50.0,F,F,South East,London,Tin,0.01,5.0,0,0
21639,51357060,9.0,47.0,51.0,F,,South East,London,Silver,10.2,10.0,0,0
21640,51359690,12.0,61.0,51.0,F,F,Midlands,Midlands,Gold,6000.0,2.0,1,1
21641,51362730,10.0,40.0,8.0,B,U,North,N West,Tin,0.01,5.0,0,0
21642,51365798,11.0,36.0,50.0,F,F,Scottish,C Scotland,Tin,0.01,5.0,0,0
21643,51375580,3.0,39.0,47.0,F,F,South East,S & S East,Tin,0.01,5.0,1,1
21644,51376080,4.0,63.0,32.0,D,M,Midlands,Wales & West,Silver,1000.0,4.0,0,0
21645,51378091,7.0,69.0,25.0,C,,South East,S & S East,Tin,0.01,8.0,0,0
21646,51379640,4.0,43.0,33.0,D,M,Midlands,Midlands,Silver,1500.0,5.0,0,0
21647,51385284,7.0,72.0,23.0,C,M,Midlands,Wales & West,Gold,10000.0,4.0,0,0
21648,51389921,8.0,60.0,53.0,F,F,Midlands,East,Gold,5049.97,11.0,0,0
21649,51391985,7.0,39.0,27.0,D,M,South East,London,Tin,0.01,4.0,1,1
21650,51393015,4.0,60.0,27.0,D,F,South East,London,Silver,0.02,4.0,0,0
21651,51398130,4.0,66.0,14.0,B,F,Midlands,Midlands,Gold,6107.64,7.0,0,0
21652,51398653,4.0,60.0,23.0,C,F,South West,S West,Silver,58.45,30.0,0,0
21653,51399668,8.0,35.0,5.0,B,F,South East,S & S East,Silver,5000.0,8.0,0,0
21654,51400194,14.0,56.0,10.0,B,F,North,N East,Tin,0.01,8.0,1,1
21655,51401735,9.0,74.0,5.0,B,M,South East,S & S East,Platinum,42018.5,15.0,0,0
21656,51402235,8.0,54.0,44.0,E,F,Midlands,Wales & West,Tin,0.01,5.0,1,1
21657,51406389,4.0,35.0,25.0,C,M,Midlands,Wales & West,Tin,0.01,8.0,0,0
21658,51409957,9.0,54.0,51.0,F,M,South West,S West,Tin,0.01,5.0,0,0
21659,51412524,11.0,47.0,14.0,B,U,Midlands,Midlands,Silver,3000.01,8.0,0,0
21660,51417690,16.0,66.0,6.0,B,F,Midlands,East,Gold,6000.0,1.0,1,1
21661,51418794,12.0,43.0,38.0,E,F,North,N West,Silver,1000.0,5.0,1,1
21662,51419820,9.0,72.0,27.0,,F,North,N West,Tin,0.01,5.0,1,1
21663,51420870,4.0,54.0,49.0,F,F,Midlands,Wales & West,Gold,12000.0,8.0,0,0
21664,51422945,3.0,59.0,36.0,E,,Midlands,Wales & West,Gold,12000.0,8.0,0,0
21665,51425561,7.0,38.0,50.0,F,F,Midlands,Wales & West,Tin,0.01,7.0,1,1
21666,51426070,12.0,70.0,52.0,F,,Midlands,Midlands,Silver,1000.0,5.0,0,0
21667,51427114,11.0,59.0,43.0,E,F,Midlands,Wales & West,Tin,0.01,6.0,1,2
21668,51433254,3.0,70.0,10.0,B,,Midlands,Midlands,Gold,8053.35,11.0,0,0
21669,51436849,6.0,71.0,51.0,F,F,Midlands,Midlands,Silver,2000.0,15.0,0,0
21670,51439457,5.0,45.0,14.0,B,F,South East,S & S East,Platinum,28685.04,7.0,0,0
21671,51442059,6.0,69.0,52.0,F,F,South East,London,Gold,12215.28,7.0,0,0
21672,51442563,5.0,64.0,45.0,E,U,South East,S & S East,Gold,15000.0,4.0,0,0
21673,51446623,6.0,64.0,15.0,B,M,Scottish,Border,Gold,6000.0,5.0,0,0
21674,51450183,10.0,74.0,52.0,F,F,South East,S & S East,Gold,8750.0,4.0,1,1
21675,51450744,3.0,44.0,51.0,F,F,South East,London,Silver,1221.07,3.0,1,1
21676,51452801,5.0,53.0,33.0,D,F,Midlands,Wales & West,Tin,0.01,8.0,0,0
21677,51454812,19.0,35.0,51.0,F,F,North,Yorkshire,Silver,2500.0,5.0,1,3
21678,51459040,10.0,67.0,33.0,D,,Midlands,Midlands,Silver,1000.01,9.0,0,0
21679,51460081,8.0,53.0,17.0,C,F,North,Yorkshire,Tin,0.01,5.0,0,0
21680,51461185,13.0,54.0,42.0,E,F,South East,S & S East,Silver,1000.0,6.0,0,0
21681,51462750,23.0,58.0,9.0,B,F,South East,London,Silver,3000.0,8.0,1,2
21682,51464346,7.0,54.0,20.0,C,F,South East,London,Silver,1000.0,7.0,1,1
21683,51467493,7.0,77.0,38.0,E,M,Midlands,Midlands,Silver,3250.0,9.0,0,0
21684,51470605,7.0,69.0,41.0,E,M,South East,S & S East,Silver,5000.0,2.0,0,0
21685,51473167,7.0,68.0,24.0,C,F,Midlands,Midlands,Gold,12000.0,16.0,0,0
21686,51487206,10.0,43.0,27.0,,M,Midlands,Ulster,Silver,3000.0,8.0,0,0
21687,51492870,13.0,43.0,25.0,C,M,Midlands,Midlands,Platinum,43600.0,9.0,1,2
21688,51496000,9.0,78.0,23.0,C,F,South East,S & S East,Gold,6000.0,2.0,0,0
21689,51498569,12.0,61.0,22.0,C,M,North,Yorkshire,Silver,480.0,8.0,0,0
21690,51499085,6.0,48.0,51.0,F,M,,,Silver,285.0,2.0,0,0
21691,51499590,9.0,60.0,51.0,F,F,South East,S & S East,Silver,3000.0,9.0,0,0
21692,52020069,4.0,72.0,1.0,A,U,South East,London,Gold,6000.0,2.0,0,0
21693,52021022,6.0,29.0,6.0,B,,North,N West,Silver,3000.0,2.0,1,1
21694,52021596,9.0,38.0,31.0,D,F,South East,London,Silver,3000.0,5.0,0,0
21695,52021669,15.0,39.0,34.0,D,M,South East,S & S East,Tin,0.01,8.0,1,1
21696,52022240,10.0,68.0,28.0,D,M,South East,London,Gold,12000.0,2.0,1,1
21697,52022886,19.0,41.0,28.0,D,F,South East,London,Tin,0.01,4.0,1,2
21698,52023688,16.0,32.0,48.0,F,,South East,London,Tin,0.01,8.0,1,1
21699,52023734,10.0,45.0,27.0,D,M,South East,London,Silver,3000.0,4.0,0,0
21700,52024765,9.0,52.0,50.0,F,F,Midlands,Midlands,Tin,0.01,9.0,0,0
21701,52025311,6.0,42.0,31.0,D,M,South East,S & S East,Tin,0.01,5.0,0,0
21702,52026474,6.0,43.0,35.0,D,F,Scottish,N Scot,Tin,0.01,6.0,0,0
21703,52028108,8.0,47.0,9.0,B,,Midlands,Midlands,Silver,1960.0,5.0,0,0
21704,52028663,6.0,35.0,18.0,C,F,North,N West,Tin,0.01,8.0,0,0
21705,52030056,6.0,52.0,37.0,E,M,Midlands,Midlands,Tin,0.01,10.0,0,0
21706,52030390,10.0,61.0,25.0,C,F,South East,S & S East,Gold,19250.0,2.0,1,1
21707,52030552,10.0,37.0,38.0,E,F,Midlands,East,Tin,0.01,8.0,1,1
21708,52030714,8.0,46.0,53.0,F,,North,N West,Silver,2500.0,6.0,0,0
21709,52031419,16.0,42.0,12.0,B,F,Midlands,East,Gold,6000.0,1.0,0,0
21710,52032091,5.0,67.0,24.0,C,F,Midlands,Midlands,Gold,13316.43,19.0,0,0
21711,52032385,9.0,53.0,8.0,B,,South East,S & S East,Tin,0.01,5.0,0,0
21712,52033012,12.0,40.0,15.0,B,F,,,Tin,0.01,8.0,1,1
21713,52033357,7.0,70.0,33.0,D,F,North,N West,Gold,12000.0,16.0,0,0
21714,52033373,8.0,56.0,53.0,F,F,Midlands,Wales & West,Silver,2500.0,6.0,0,0
21715,52033608,9.0,54.0,28.0,D,F,South East,London,Tin,0.01,5.0,0,0
21716,52034035,10.0,39.0,45.0,E,F,Midlands,Wales & West,Tin,0.01,10.0,1,2
21717,52034876,4.0,67.0,30.0,D,F,South East,S & S East,Silver,4000.0,5.0,0,0
21718,52035171,12.0,44.0,14.0,B,U,South East,London,Tin,0.01,4.0,0,0
21719,52035643,8.0,55.0,35.0,D,,South East,London,Silver,1000.0,5.0,0,0
21720,52035821,11.0,51.0,27.0,,F,South East,London,Silver,4884.25,8.0,0,0
21721,52036372,4.0,54.0,18.0,C,F,South East,London,Gold,6000.0,1.0,0,0
21722,52039533,9.0,78.0,6.0,B,M,,,Gold,6000.0,1.0,0,0
21723,52041724,10.0,48.0,35.0,D,F,Midlands,Midlands,Silver,300.0,9.0,0,0
21724,52043590,8.0,51.0,4.0,A,F,North,N West,Silver,1200.0,1.0,0,0
21725,52044170,10.0,67.0,35.0,D,F,Scottish,Border,Silver,3026.67,6.0,0,0
21726,52044464,12.0,66.0,24.0,C,F,Midlands,Wales & West,Silver,3000.0,5.0,0,0
21727,52045991,11.0,47.0,5.0,B,M,South East,London,Gold,6053.34,11.0,0,0
21728,52047200,6.0,51.0,15.0,B,F,Scottish,C Scotland,Gold,12000.0,1.0,0,0
21729,52049377,8.0,72.0,27.0,D,F,North,N West,Silver,3000.0,6.0,0,0
21730,52051371,10.0,68.0,4.0,A,U,North,N West,Gold,6053.35,15.0,0,0
21731,52054265,6.0,67.0,19.0,C,F,South East,S & S East,Tin,0.01,5.0,0,0
21732,52055938,9.0,70.0,24.0,C,F,South West,S West,Gold,5880.0,5.0,0,0
21733,52057566,9.0,61.0,4.0,A,F,Scottish,C Scotland,Silver,3000.01,11.0,0,0
21734,52063736,9.0,45.0,10.0,B,F,Midlands,Midlands,Silver,4480.0,9.0,0,0
21735,52067359,12.0,75.0,27.0,D,M,Scottish,N Scot,Gold,11553.34,13.0,0,0
21736,52067863,4.0,72.0,14.0,B,F,South East,London,Tin,0.01,8.0,0,0
